date,city,market,item,item_source_label,food_group,unit,price_average_cop_per_kg,price_change_pct_from_previous_market_day,source_url,extraction_method,review_flag
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Mandarina,Mandarina*,Fruit,COP per kg,4425.0,0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Mango Tommy,Mango Tommy,Fruit,COP per kg,9000.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Manzana royal gala,Manzana royal gala,Fruit,COP per kg,7987.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Maracuyá,Maracuyá,Fruit,COP per kg,3575.0,0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Mora de Castilla,Mora de Castilla,Fruit,COP per kg,3900.0,0.16,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Naranja,Naranja*,Fruit,COP per kg,2150.0,0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Papaya Maradol,Papaya Maradol,Fruit,COP per kg,3550.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Piña,Piña *,Fruit,COP per kg,2550.0,-0.06,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Tomate de árbol,Tomate de árbol,Fruit,COP per kg,2900.0,-0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Arracacha,Arracacha*,Tubers and plantains,COP per kg,1544.0,0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Papa  criolla,Papa  criolla,Tubers and plantains,COP per kg,3575.0,-0.1,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Papa negra,Papa negra*,Tubers and plantains,COP per kg,1050.0,-0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Plátano guineo,Plátano guineo,Tubers and plantains,COP per kg,1050.0,-0.09,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Plátano hartón verde,Plátano hartón verde,Tubers and plantains,COP per kg,1875.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Yuca,Yuca*,Tubers and plantains,COP per kg,2960.0,0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Ahuyama,Ahuyama,Vegetables,COP per kg,1750.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Arveja verde en vaina,Arveja verde en vaina,Vegetables,COP per kg,4625.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Cebolla cabezona blanca,Cebolla cabezona blanca,Vegetables,COP per kg,2240.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Cebolla junca,Cebolla junca,Vegetables,COP per kg,3050.0,-0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Chócolo mazorca,Chócolo mazorca,Vegetables,COP per kg,1583.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Fríjol verde,Fríjol verde*,Vegetables,COP per kg,2650.0,-0.2,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Habichuela,Habichuela,Vegetables,COP per kg,1900.0,-0.21,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Lechuga Batavia,Lechuga Batavia,Vegetables,COP per kg,1285.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Pepino cohombro,Pepino cohombro,Vegetables,COP per kg,2900.0,0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Pimentón,Pimentón,Vegetables,COP per kg,1900.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Remolacha,Remolacha,Vegetables,COP per kg,3900.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Tomate,Tomate*,Vegetables,COP per kg,3825.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Zanahoria,Zanahoria,Vegetables,COP per kg,1972.0,-0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Aguacate,Aguacate *,Fruit,COP per kg,6875.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Banano,Banano*,Fruit,COP per kg,2075.0,-0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Coco,Coco,Fruit,COP per kg,8100.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Limón común,Limón común,Fruit,COP per kg,1286.0,0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Lulo,Lulo,Fruit,COP per kg,5333.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Mandarina,Mandarina*,Fruit,COP per kg,2300.0,-0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Manzana royal gala,Manzana royal gala,Fruit,COP per kg,8487.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Mora de Castilla,Mora de Castilla,Fruit,COP per kg,4150.0,0.11,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Naranja,Naranja*,Fruit,COP per kg,1781.0,-0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Tomate de árbol,Tomate de árbol,Fruit,COP per kg,3600.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Papa  criolla,Papa  criolla,Tubers and plantains,COP per kg,4625.0,-0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Papa negra,Papa negra*,Tubers and plantains,COP per kg,1350.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Plátano hartón verde,Plátano hartón verde,Tubers and plantains,COP per kg,1750.0,0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Yuca,Yuca*,Tubers and plantains,COP per kg,1706.0,0.16,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Ahuyama,Ahuyama,Vegetables,COP per kg,1675.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Cebolla cabezona blanca,Cebolla cabezona blanca,Vegetables,COP per kg,2250.0,0.06,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Cebolla junca,Cebolla junca,Vegetables,COP per kg,1146.0,0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Chócolo mazorca,Chócolo mazorca,Vegetables,COP per kg,1175.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Fríjol verde,Fríjol verde*,Vegetables,COP per kg,4750.0,-0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Habichuela,Habichuela,Vegetables,COP per kg,3250.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Lechuga Batavia,Lechuga Batavia,Vegetables,COP per kg,2042.0,0.1,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Pepino cohombro,Pepino cohombro,Vegetables,COP per kg,2575.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Pimentón,Pimentón,Vegetables,COP per kg,2425.0,-0.14,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Remolacha,Remolacha,Vegetables,COP per kg,5175.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Tomate,Tomate*,Vegetables,COP per kg,3875.0,0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Montería,SIPSA Montería (Mercado del Sur in later files),Zanahoria,Zanahoria,Vegetables,COP per kg,2806.0,0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Aguacate,Aguacate *,Fruit,COP per kg,10625.0,-0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Banano,Banano*,Fruit,COP per kg,2500.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Coco,Coco,Fruit,COP per kg,6823.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Granadilla,Granadilla,Fruit,COP per kg,6458.0,-0.15,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Guayaba,Guayaba*,Fruit,COP per kg,3795.0,-0.17,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Limón Tahití,Limón Tahití,Fruit,COP per kg,2036.0,0.09,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Limón común,Limón común,Fruit,COP per kg,3054.0,0.16,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Lulo,Lulo,Fruit,COP per kg,4475.0,-0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Mandarina,Mandarina*,Fruit,COP per kg,3835.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Mango Tommy,Mango Tommy,Fruit,COP per kg,3151.0,0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Manzana royal gala,Manzana royal gala,Fruit,COP per kg,8092.0,-0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Maracuyá,Maracuyá,Fruit,COP per kg,5063.0,-0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Mora de Castilla,Mora de Castilla,Fruit,COP per kg,4708.0,-0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Naranja,Naranja*,Fruit,COP per kg,2156.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Piña,Piña *,Fruit,COP per kg,1583.0,-0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Tomate de árbol,Tomate de árbol,Fruit,COP per kg,3150.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Arracacha,Arracacha*,Tubers and plantains,COP per kg,2250.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Papa  criolla,Papa  criolla,Tubers and plantains,COP per kg,5222.0,0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Papa negra,Papa negra*,Tubers and plantains,COP per kg,1275.0,0.11,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Plátano guineo,Plátano guineo,Tubers and plantains,COP per kg,2338.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Plátano hartón verde,Plátano hartón verde,Tubers and plantains,COP per kg,3594.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Yuca,Yuca*,Tubers and plantains,COP per kg,3583.0,-0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Ahuyama,Ahuyama,Vegetables,COP per kg,1900.0,0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Arveja verde en vaina,Arveja verde en vaina,Vegetables,COP per kg,4500.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Cebolla cabezona blanca,Cebolla cabezona blanca,Vegetables,COP per kg,1650.0,0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Cebolla junca,Cebolla junca,Vegetables,COP per kg,2104.0,0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Chócolo mazorca,Chócolo mazorca,Vegetables,COP per kg,3600.0,-0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Fríjol verde,Fríjol verde*,Vegetables,COP per kg,4475.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Habichuela,Habichuela,Vegetables,COP per kg,2125.0,-0.16,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Lechuga Batavia,Lechuga Batavia,Vegetables,COP per kg,975.0,1.6,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Pepino cohombro,Pepino cohombro,Vegetables,COP per kg,3750.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Pimentón,Pimentón,Vegetables,COP per kg,5000.0,-0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Remolacha,Remolacha,Vegetables,COP per kg,1000.0,-0.09,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Tomate,Tomate*,Vegetables,COP per kg,1506.0,-0.1,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Bogotá,Corabastos,Zanahoria,Zanahoria,Vegetables,COP per kg,2000.0,-0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Aguacate,Aguacate *,Fruit,COP per kg,10300.0,0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Banano,Banano*,Fruit,COP per kg,1950.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Coco,Coco,Fruit,COP per kg,8590.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Granadilla,Granadilla,Fruit,COP per kg,4904.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Guayaba,Guayaba*,Fruit,COP per kg,2375.0,-0.19,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Limón Tahití,Limón Tahití,Fruit,COP per kg,1875.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Limón común,Limón común,Fruit,COP per kg,3018.0,-0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Lulo,Lulo,Fruit,COP per kg,4575.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Mandarina,Mandarina*,Fruit,COP per kg,2550.0,0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Mango Tommy,Mango Tommy,Fruit,COP per kg,1900.0,-0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Manzana royal gala,Manzana royal gala,Fruit,COP per kg,7632.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Maracuyá,Maracuyá,Fruit,COP per kg,3363.0,-0.14,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Mora de Castilla,Mora de Castilla,Fruit,COP per kg,4500.0,0.13,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Naranja,Naranja*,Fruit,COP per kg,2175.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Papaya Maradol,Papaya Maradol,Fruit,COP per kg,3225.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Piña,Piña *,Fruit,COP per kg,2525.0,-0.14,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Tomate de árbol,Tomate de árbol,Fruit,COP per kg,1625.0,-0.23,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Arracacha,Arracacha*,Tubers and plantains,COP per kg,1500.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Papa  criolla,Papa  criolla,Tubers and plantains,COP per kg,3950.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Papa negra,Papa negra*,Tubers and plantains,COP per kg,1350.0,0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Plátano guineo,Plátano guineo,Tubers and plantains,COP per kg,1650.0,-0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Plátano hartón verde,Plátano hartón verde,Tubers and plantains,COP per kg,2300.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Yuca,Yuca*,Tubers and plantains,COP per kg,2910.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Ahuyama,Ahuyama,Vegetables,COP per kg,950.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Arveja verde en vaina,Arveja verde en vaina,Vegetables,COP per kg,3525.0,-0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Cebolla cabezona blanca,Cebolla cabezona blanca,Vegetables,COP per kg,1823.0,0.06,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Cebolla junca,Cebolla junca,Vegetables,COP per kg,2425.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
